,State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder,poverty_proportion
3511,IA,19,5940,cam community school district,2895,495,89,0.1797979797979798
3512,IA,19,5970,cal community school district,1576,270,41,0.15185185185185185
3513,IA,19,6000,calamus-wheatland community school district,2521,460,41,0.0891304347826087
3514,IA,19,6060,camanche community school district,5246,876,144,0.1643835616438356
3515,IA,19,6240,cardinal community school district,3857,618,92,0.1488673139158576
3516,IA,19,6270,carlisle community school district,8706,1946,159,0.08170606372045221
3517,IA,19,6330,carroll community school district,14257,2489,254,0.10204901566894335
3518,IA,19,6510,cedar falls community school district,41578,5216,444,0.08512269938650306
3519,IA,19,6540,cedar rapids community school district,122296,19942,2851,0.14296459733226358
3520,IA,19,6660,center point-urbana community school district,6139,1300,66,0.05076923076923077
3521,IA,19,6750,centerville community school district,9058,1509,329,0.21802518223989398
3522,IA,19,6780,central city community school district,2909,511,45,0.08806262230919765
3523,IA,19,6810,central clinton community school district,9091,1628,130,0.07985257985257985
3524,IA,19,6840,central community school district,3347,515,44,0.0854368932038835
3525,IA,19,6900,central decatur community school district,4207,757,180,0.23778071334214002
3526,IA,19,6930,central lee community school district,5273,845,117,0.13846153846153847
3527,IA,19,6960,central lyon community school district,4371,899,77,0.08565072302558398
3528,IA,19,20760,central springs community school district,5440,928,113,0.12176724137931035
3529,IA,19,7050,chariton community school district,8207,1443,319,0.22106722106722107
3530,IA,19,7080,charles city community school district,11204,1930,383,0.19844559585492227
3531,IA,19,7110,charter oak-ute community school district,1918,300,54,0.18
3532,IA,19,7170,cherokee community school district,6471,917,122,0.13304252998909488
3533,IA,19,7350,clarinda community school district,7225,1086,156,0.143646408839779
3534,IA,19,7380,clarion-goldfield community school district,4616,835,134,0.16047904191616766
3535,IA,19,7410,clarke community school district,7906,1348,262,0.1943620178041543
3536,IA,19,7440,clarksville community school district,2188,413,28,0.06779661016949153
3537,IA,19,7470,clay central-everly community school district,2290,416,52,0.125
3538,IA,19,13350,clayton ridge community school district,4933,705,78,0.11063829787234042
3539,IA,19,7590,clear creek-amana community school district,12829,1815,140,0.07713498622589532
3540,IA,19,7620,clear lake community school district,8381,1278,147,0.11502347417840375
3541,IA,19,7650,clearfield community school district,611,95,19,0.2
3542,IA,19,7710,clinton community school district,25836,4075,835,0.2049079754601227
3543,IA,19,9,colfax-mingo community school district,4411,813,94,0.11562115621156212
3544,IA,19,7860,college community school district,25496,4731,376,0.07947579792855633
3545,IA,19,7900,collins-maxwell community school district,2880,575,37,0.06434782608695652
3546,IA,19,7920,colo-nesco community school district,3111,561,56,0.09982174688057041
3547,IA,19,7980,columbus community school district,4428,840,114,0.1357142857142857
3548,IA,19,8070,coon rapids-bayard community school district,2589,436,71,0.1628440366972477
3549,IA,19,8130,corning community school district,2807,396,69,0.17424242424242425
3550,IA,19,8190,corwith-wesley community school district,1040,149,13,0.087248322147651
3551,IA,19,8220,council bluffs community school district,59791,9659,1923,0.19908893260171862
3552,IA,19,8310,creston community school district,9703,1623,264,0.16266173752310537
3553,IA,19,8520,dallas center-grimes community school district,10498,2280,87,0.038157894736842106
3554,IA,19,8550,danville community school district,2686,483,43,0.08902691511387163
3555,IA,19,8580,davenport community school district,110726,18207,3606,0.19805569286538144
3556,IA,19,8610,davis county community school district,8634,1816,459,0.2527533039647577
3557,IA,19,8730,decorah community school district,11828,1510,109,0.07218543046357616
3558,IA,19,8880,delwood community school district,1197,218,31,0.14220183486238533
3559,IA,19,8910,denison community school district,10541,1988,340,0.1710261569416499
3560,IA,19,8940,denver community school district,3919,744,42,0.056451612903225805
3561,IA,19,8970,des moines independent community school district,218313,36509,9882,0.2706729847434879
3562,IA,19,9060,diagonal community school district,674,110,15,0.13636363636363635
3563,IA,19,9120,dike-new hartford community school district,4300,837,77,0.09199522102747909
3564,IA,19,9450,dows community school district,943,129,23,0.17829457364341086
3565,IA,19,9480,dubuque community school district,77929,12746,1625,0.12749097756158795
3566,IA,19,9540,dunkerton community school district,2605,521,59,0.11324376199616124
3567,IA,19,9600,durant community school district,3062,558,74,0.13261648745519714
3568,IA,19,9990,eagle grove community school district,4788,809,138,0.17058096415327564
3569,IA,19,10050,earlham community school district,3033,686,55,0.08017492711370262
3570,IA,19,10110,east buchanan community school district,2988,574,98,0.17073170731707318
3571,IA,19,10200,east greene community school district,1769,365,69,0.18904109589041096
3572,IA,19,40,east marshall community school district,3900,701,81,0.11554921540656206
3573,IA,19,18240,east mills community school district,3290,570,77,0.13508771929824562
3574,IA,19,29580,east sac county community school district,5940,955,116,0.12146596858638743
3575,IA,19,10350,east union community school district,3031,545,90,0.1651376146788991
3576,IA,19,10410,eastern allamakee community school district,2681,401,57,0.14214463840399003
3577,IA,19,10130,easton valley community school district,4022,700,89,0.12714285714285714
3578,IA,19,4950,eddyville-blakesburg-fremont community school district,5147,932,131,0.1405579399141631
3579,IA,19,10500,edgewood-colesburg community school district,3118,651,110,0.16897081413210446
3580,IA,19,10690,eldora-new providence community school district,3915,760,130,0.17105263157894737
3581,IA,19,10710,elk horn-kimballton community school district,1521,228,34,0.14912280701754385
3582,IA,19,10950,emmetsburg community school district,4816,717,92,0.12831241283124128
3583,IA,19,10980,english valleys community school district,3004,540,72,0.13333333333333333
3584,IA,19,11040,essex community school district,1300,224,33,0.14732142857142858
3585,IA,19,11070,estherville lincoln central community school district,8034,1351,215,0.15914137675795706
3586,IA,19,11250,exira community school district,1692,251,39,0.1553784860557769
3587,IA,19,11340,fairfield community school district,15974,1952,379,0.19415983606557377
3588,IA,19,11520,farragut community school district,1354,219,31,0.1415525114155251
3589,IA,19,11790,forest city community school district,7514,1241,124,0.0999194198227236
3590,IA,19,11820,fort dodge community school district,28803,4359,866,0.19866941959164947
3591,IA,19,11850,fort madison community school district,17063,2475,548,0.22141414141414142
3592,IA,19,11970,fredericksburg community school district,1676,277,25,0.09025270758122744
3593,IA,19,12120,fremont-mills community school district,2294,402,67,0.16666666666666666
3594,IA,19,60,gmg community school district,1855,318,32,0.10062893081761007
3595,IA,19,12230,galva-holstein community school district,2667,446,56,0.12556053811659193
3596,IA,19,12330,garner-hayfield community school district,3941,742,80,0.1078167115902965
3597,IA,19,12480,george-little rock community school district,2689,511,68,0.13307240704500978
3598,IA,19,12510,gilbert community school district,6733,1325,95,0.07169811320754717
3599,IA,19,12600,gilmore city-bradgate community school district,909,131,19,0.1450381679389313
3600,IA,19,12660,gladbrook-reinbeck community school district,4220,653,68,0.10413476263399694
3601,IA,19,12690,glenwood community school district,10989,2086,209,0.10019175455417066
3602,IA,19,12750,glidden-ralston community school district,1851,338,43,0.12721893491124261
3603,IA,19,12810,graettinger-terril community school district,2380,382,58,0.1518324607329843
3604,IA,19,13200,grinnell-newburg community school district,12012,1767,226,0.1279003961516695
3605,IA,19,13230,griswold community school district,3322,613,106,0.1729200652528548
3606,IA,19,13290,grundy center community school district,3771,631,64,0.10142630744849446
3607,IA,19,13320,guthrie center community school district,2595,451,56,0.12416851441241686
3608,IA,19,13380,h-l-v community school district,2169,360,27,0.075
3609,IA,19,13440,hamburg community school district,1557,237,44,0.18565400843881857
3610,IA,19,13470,hampton-dumont community school district,6810,1190,222,0.1865546218487395
3611,IA,19,13500,harlan community school district,8521,1489,162,0.10879785090664876
3612,IA,19,13530,harmony community school district,2557,423,115,0.2718676122931442
3613,IA,19,16140,harris-lake park community school district,1822,290,16,0.05517241379310345
3614,IA,19,13660,hartley-melvin-sanborn community school district,4461,744,83,0.11155913978494623
3615,IA,19,14010,highland community school district,3784,684,115,0.16812865497076024
3616,IA,19,14160,hinton community school district,3007,592,35,0.05912162162162162
3617,IA,19,14280,howard-winneshiek community school district,9042,1673,260,0.15540944411237298
3618,IA,19,14310,hubbard-radcliffe community school district,2638,402,49,0.12189054726368159
3619,IA,19,14340,hudson community school district,3751,744,66,0.08870967741935484
3620,IA,19,14370,humboldt community school district,7446,1318,169,0.1282245827010622
3621,IA,19,14880,ikm-manning community school district,4519,760,71,0.09342105263157895
3622,IA,19,14580,independence community school district,9090,1648,175,0.10618932038834951
3623,IA,19,14640,indianola community school district,20421,3589,274,0.07634438562273614
3624,IA,19,14670,interstate 35 community school district,4734,964,100,0.1037344398340249
3625,IA,19,14700,iowa city community school district,114777,15000,1754,0.11693333333333333
3626,IA,19,14730,iowa falls community school district,6849,1005,145,0.14427860696517414
3627,IA,19,14850,iowa valley community school district,3670,601,62,0.10316139767054909
3628,IA,19,15180,janesville consolidated school district,2416,396,20,0.050505050505050504
3629,IA,19,15210,jefferson-scranton community school district,6037,1028,166,0.1614785992217899
3630,IA,19,15330,jesup community school district,5144,1100,153,0.1390909090909091
3631,IA,19,15450,johnston community school district,33375,7165,552,0.07704117236566643
3632,IA,19,15630,keokuk community school district,12726,2089,527,0.25227381522259457
3633,IA,19,15660,keota community school district,2004,324,74,0.22839506172839505
3634,IA,19,15750,kingsley-pierson community school district,2483,460,47,0.10217391304347827
3635,IA,19,15840,knoxville community school district,11497,2071,308,0.14872042491549975
3636,IA,19,16110,lake mills community school district,3803,621,79,0.12721417069243157
3637,IA,19,16320,lamoni community school district,2993,442,111,0.251131221719457
3638,IA,19,16420,laurens-marathon community school district,2097,361,72,0.1994459833795014
3639,IA,19,16440,lawton-bronson community school district,3320,662,39,0.05891238670694864
3640,IA,19,16530,le mars community school district,13412,2570,229,0.08910505836575876
3641,IA,19,16620,lenox community school district,2046,362,58,0.16022099447513813
3642,IA,19,16680,lewis central community school district,15294,2908,347,0.11932599724896836
3643,IA,19,17220,linn-mar community school district,37075,7605,484,0.06364234056541748
3644,IA,19,17250,lisbon community school district,3303,687,58,0.08442503639010189
3645,IA,19,17460,logan-magnolia community school district,3046,560,55,0.09821428571428571
3646,IA,19,17550,lone tree community school district,2444,479,43,0.08977035490605428
3647,IA,19,17820,louisa-muscatine community school district,4249,775,120,0.15483870967741936
3648,IA,19,17880,lu verne community school district,522,68,15,0.22058823529411764
3649,IA,19,18030,lynnville-sully community school district,2841,531,43,0.08097928436911488
3650,IA,19,18120,mfl marmac community school district,5268,829,128,0.15440289505428226
3651,IA,19,18840,moc-floyd valley community school district,11129,2022,129,0.06379821958456973
3652,IA,19,18180,madrid community school district,3582,667,55,0.08245877061469266
3653,IA,19,18330,manson northwest webster community school district,4037,713,65,0.091164095371669
3654,IA,19,18480,maple valley-anthon oto community school district,4267,763,134,0.17562254259501967
3655,IA,19,18510,maquoketa community school district,8913,1444,292,0.20221606648199447
3656,IA,19,18540,maquoketa valley community school district,4487,756,87,0.11507936507936507
3657,IA,19,18630,marcus-meriden-cleghorn community school district,2794,459,37,0.08061002178649238
